season,round,driver,constructor,q1,q2,q3
2011,4,Liuzzi,HRT,1:30.692,,
2011,4,Glock,Virgin,1:30.813,,
2011,4,Karthikeyan,HRT,1:31.564,,
2011,5,Webber,Red Bull,1:23.619,1:21.773,1:20.981
2011,5,Vettel,Red Bull,1:24.142,1:21.540,1:21.181
2011,5,Hamilton,McLaren,1:24.370,1:22.148,1:21.961
2011,5,Alonso,Ferrari,1:23.485,1:22.813,1:21.964
2011,5,Button,McLaren,1:24.428,1:22.050,1:21.996
2011,5,Petrov,Renault,1:23.069,1:22.948,1:22.471
2011,5,Rosberg,Mercedes,1:23.507,1:22.569,1:22.599
2011,5,Massa,Ferrari,1:23.506,1:23.026,1:22.888
2011,5,Maldonado,Williams,1:23.406,1:22.854,1:22.952
2011,5,Schumacher,Mercedes,1:22.960,1:22.671,
2011,5,Buemi,Toro Rosso,1:23.962,1:23.231,
2011,5,Pérez,Sauber,1:24.209,1:23.367,
2011,5,Alguersuari,Toro Rosso,1:24.049,1:23.694,
2011,5,Kobayashi,Sauber,1:23.656,1:23.702,
2011,5,Kovalainen,Lotus,1:25.874,1:25.403,
2011,5,di Resta,Force India,1:24.332,1:26.126,
2011,5,Sutil,Force India,1:24.648,1:26.571,
2011,5,Trulli,Lotus,1:26.521,,
2011,5,Barrichello,Williams,1:26.910,,
2011,5,Glock,Virgin,1:27.315,,
2011,5,Liuzzi,HRT,1:27.809,,
2011,5,Karthikeyan,HRT,1:27.908,,
2011,5,d'Ambrosio,Virgin,1:28.556,,
2011,6,Vettel,Red Bull,1:15.606,1:14.277,1:13.556
2011,6,Button,McLaren,1:15.397,1:14.545,1:13.997
2011,6,Webber,Red Bull,1:16.087,1:14.742,1:14.019
2011,6,Alonso,Ferrari,1:16.051,1:14.569,1:14.483
2011,6,Schumacher,Mercedes,1:16.092,1:14.981,1:14.682
2011,6,Massa,Ferrari,1:16.309,1:14.648,1:14.877
2011,6,Hamilton,McLaren,1:15.207,1:14.275,1:15.280
2011,6,Rosberg,Mercedes,1:15.858,1:14.741,1:15.766
2011,6,Maldonado,Williams,1:15.819,1:15.545,1:16.528
2011,6,Pérez,Sauber,1:15.918,1:15.482,
2011,6,Petrov,Renault,1:16.378,1:15.815,
2011,6,Barrichello,Williams,1:16.616,1:15.826,
2011,6,Kobayashi,Sauber,1:16.513,1:15.973,
2011,6,di Resta,Force India,1:16.813,1:16.118,
2011,6,Sutil,Force India,1:16.600,1:16.121,
2011,6,Heidfeld,Renault,1:16.681,1:16.214,
2011,6,Buemi,Toro Rosso,1:16.358,1:16.300,
2011,6,Kovalainen,Lotus,1:17.343,,
2011,6,Trulli,Lotus,1:17.381,,
2011,6,Alguersuari,Toro Rosso,1:17.820,,
2011,6,Glock,Virgin,1:17.914,,
2011,6,d'Ambrosio,Virgin,1:18.736,,
2011,6,Karthikeyan,HRT,,,
2011,6,Liuzzi,HRT,,,
2011,3,Vettel,Red Bull,1:35.674,1:34.776,1:33.706
2011,3,Button,McLaren,1:35.924,1:34.662,1:34.421
2011,3,Hamilton,McLaren,1:36.091,1:34.486,1:34.463
2011,3,Rosberg,Mercedes,1:35.272,1:35.850,1:34.670
2011,3,Alonso,Ferrari,1:35.389,1:35.165,1:35.119
2011,3,Massa,Ferrari,1:35.478,1:35.437,1:35.145
2011,3,Alguersuari,Toro Rosso,1:36.133,1:35.563,1:36.158
2011,3,di Resta,Force India,1:35.702,1:35.858,1:36.190
2011,3,Buemi,Toro Rosso,1:36.110,1:35.500,1:36.203
2011,3,Petrov,Renault,1:35.370,1:35.149,
2011,3,Sutil,Force India,1:36.092,1:35.874,
2011,3,Pérez,Sauber,1:36.046,1:36.053,
2011,3,Kobayashi,Sauber,1:36.147,1:36.236,
2011,3,Schumacher,Mercedes,1:35.508,1:36.457,
2011,3,Barrichello,Williams,1:35.911,1:36.465,
2011,3,Heidfeld,Renault,1:35.910,1:36.611,
2011,3,Maldonado,Williams,1:36.121,1:36.956,
2011,3,Webber,Red Bull,1:36.468,,
2011,3,Kovalainen,Lotus,1:37.894,,
2011,3,Trulli,Lotus,1:38.318,,
2011,3,d'Ambrosio,Virgin,1:39.119,,
2011,3,Glock,Virgin,1:39.708,,
2011,3,Liuzzi,HRT,1:40.212,,
2011,3,Karthikeyan,HRT,1:40.445,,
2011,8,Vettel,Red Bull,1:39.116,1:37.305,1:36.975
2011,8,Webber,Red Bull,1:39.956,1:38.058,1:37.163
2011,8,Hamilton,McLaren,1:39.244,1:37.727,1:37.380
2011,8,Alonso,Ferrari,1:39.725,1:37.930,1:37.454
2011,8,Massa,Ferrari,1:38.413,1:38.566,1:37.535
2011,8,Button,McLaren,1:39.453,1:37.749,1:37.645
2011,8,Rosberg,Mercedes,1:39.266,1:38.373,1:38.231
2011,8,Schumacher,Mercedes,1:39.198,1:38.365,1:38.240
2011,8,Heidfeld,Renault,1:39.877,1:38.781,
2011,8,Sutil,Force India,1:39.329,1:39.034,
2011,8,Petrov,Renault,1:39.690,1:39.068,
2011,8,di Resta,Force India,1:39.852,1:39.422,
2011,8,Barrichello,Williams,1:39.602,1:39.489,
2011,8,Kobayashi,Sauber,1:40.131,1:39.525,
2011,8,Maldonado,Williams,1:39.690,1:39.645,
2011,8,Pérez,Sauber,1:39.494,1:39.657,
2011,8,Buemi,Toro Rosso,1:39.679,1:39.711,
2011,8,Alguersuari,Toro Rosso,1:40.232,,
2011,8,Kovalainen,Lotus,1:41.664,,
2011,8,Trulli,Lotus,1:42.234,,
2011,8,Glock,Virgin,1:42.553,,
2011,8,Liuzzi,HRT,1:43.584,,
2011,8,d'Ambrosio,Virgin,1:43.735,,
2011,8,Karthikeyan,HRT,1:44.363,,
2011,9,Webber,Red Bull,1:32.670,1:31.673,1:30.399
2011,9,Vettel,Red Bull,1:32.977,1:32.379,1:30.431
2011,9,Alonso,Ferrari,1:32.986,1:31.727,1:30.516
2011,9,Massa,Ferrari,1:32.760,1:31.640,1:31.124
2011,9,Button,McLaren,1:34.230,1:32.273,1:31.898
2011,9,di Resta,Force India,1:34.472,1:32.569,1:31.929
2011,9,Maldonado,Williams,1:32.702,1:32.588,1:31.933
2011,9,Kobayashi,Sauber,1:34.324,1:32.399,1:32.128
2011,9,Rosberg,Mercedes,1:34.186,1:32.295,1:32.209
2011,9,Hamilton,McLaren,1:33.581,1:32.505,1:32.376
2011,9,Sutil,Force India,1:34.454,1:32.617,
2011,9,Pérez,Sauber,1:34.145,1:32.624,
2011,9,Schumacher,Mercedes,1:34.160,1:32.656,
2011,9,Petrov,Renault,1:34.428,1:32.734,
2011,9,Barrichello,Williams,1:33.532,1:33.119,
2011,9,Heidfeld,Renault,1:35.132,1:33.805,
2011,9,Kovalainen,Lotus,1:34.923,1:34.821,
2011,9,Alguersuari,Toro Rosso,1:35.245,,
2011,9,Buemi,Toro Rosso,1:35.749,,
2011,9,Glock,Virgin,1:36.203,,
2011,9,Trulli,Lotus,1:36.456,,
2011,9,d'Ambrosio,Virgin,1:37.154,,
2011,9,Liuzzi,HRT,1:37.484,,
2011,9,Ricciardo,HRT,1:38.059,,
2011,10,Webber,Red Bull,1:33.096,1:31.311,1:30.079
2011,10,Hamilton,McLaren,1:32.934,1:30.998,1:30.134
2011,10,Vettel,Red Bull,1:32.973,1:31.017,1:30.216
2011,10,Alonso,Ferrari,1:32.916,1:31.150,1:30.442
2011,10,Massa,Ferrari,1:31.826,1:31.582,1:30.910
2011,10,Rosberg,Mercedes,1:32.785,1:31.343,1:31.263
2011,10,Button,McLaren,1:33.224,1:31.532,1:31.288
2011,10,Sutil,Force India,1:32.286,1:31.809,1:32.010
2011,10,Petrov,Renault,1:33.187,1:31.985,1:32.187
2011,10,Schumacher,Mercedes,1:32.603,1:32.180,1:32.482
2011,10,Heidfeld,Renault,1:32.505,1:32.215,
2011,10,di Resta,Force India,1:32.651,1:32.560,
2011,10,Maldonado,Williams,1:33.003,1:32.635,
2011,10,Barrichello,Williams,1:33.664,1:33.043,
2011,10,Pérez,Sauber,1:33.295,1:33.176,
2011,10,Buemi,Toro Rosso,1:33.635,1:33.546,
2011,10,Alguersuari,Toro Rosso,1:33.658,1:33.698,
2011,10,Kobayashi,Sauber,1:33.786,,
2011,10,Kovalainen,Lotus,1:35.599,,
2011,10,Glock,Virgin,1:36.400,,
2011,10,Chandhok,Lotus,1:36.422,,
2011,10,d'Ambrosio,Virgin,1:36.641,,
2011,10,Liuzzi,HRT,1:37.011,,
2011,10,Ricciardo,HRT,1:37.036,,
2011,12,Vettel,Red Bull,2:03.029,2:03.317,1:48.298
2011,12,Hamilton,McLaren,2:03.008,2:02.823,1:48.730
2011,12,Webber,Red Bull,2:02.827,2:03.302,1:49.376
2011,12,Massa,Ferrari,2:05.834,2:04.507,1:50.256
2011,12,Rosberg,Mercedes,2:05.091,2:03.723,1:50.552
2011,12,Alguersuari,Toro Rosso,2:05.419,2:04.561,1:50.773
2011,12,Senna,Renault,2:05.047,2:04.452,1:51.121
2011,12,Alonso,Ferrari,2:04.450,2:02.768,1:51.251
2011,12,Pérez,Sauber,2:06.284,2:04.625,1:51.374
2011,12,Petrov,Renault,2:05.292,2:03.466,1:52.303
2011,12,Buemi,Toro Rosso,2:04.744,2:04.692,
2011,12,Kobayashi,Sauber,2:07.194,2:04.757,
2011,12,Button,McLaren,2:01.813,2:05.150,
2011,12,Barrichello,Williams,2:05.720,2:07.349,
2011,12,Sutil,Force India,2:06.000,2:07.777,
2011,12,Maldonado,Williams,2:05.621,2:08.106,
2011,12,Kovalainen,Lotus,2:06.780,2:08.354,
2011,12,di Resta,Force India,2:07.758,,
2011,12,Trulli,Lotus,2:08.773,,
2011,12,Glock,Virgin,2:09.566,,
2011,12,d'Ambrosio,Virgin,2:11.601,,
2011,12,Liuzzi,HRT,2:11.616,,
2011,12,Ricciardo,HRT,2:13.077,,
2011,13,Vettel,Red Bull,1:24.002,1:22.914,1:22.275
2011,13,Hamilton,McLaren,1:23.976,1:23.172,1:22.725
2011,13,Button,McLaren,1:24.013,1:23.031,1:22.777
2011,13,Alonso,Ferrari,1:24.134,1:23.342,1:22.841
2011,13,Webber,Red Bull,1:24.148,1:23.387,1:22.972
2011,13,Massa,Ferrari,1:24.523,1:23.681,1:23.188
2011,13,Petrov,Renault,1:24.486,1:23.741,1:23.530
2011,13,Schumacher,Mercedes,1:25.108,1:23.671,1:23.777
2011,13,Rosberg,Mercedes,1:24.550,1:23.335,1:24.477
2011,13,Senna,Renault,1:24.914,1:24.157,
2011,13,di Resta,Force India,1:24.574,1:24.163,
2011,13,Sutil,Force India,1:24.595,1:24.209,
2011,13,Barrichello,Williams,1:24.975,1:24.648,
2011,13,Maldonado,Williams,1:24.798,1:24.726,
2011,13,Pérez,Sauber,1:25.113,1:24.845,
2011,13,Buemi,Toro Rosso,1:25.164,1:24.932,
2011,13,Kobayashi,Sauber,1:24.879,1:25.065,
2011,13,Alguersuari,Toro Rosso,1:25.334,,
2011,13,Trulli,Lotus,1:26.647,,
2011,13,Kovalainen,Lotus,1:27.184,,
2011,13,Glock,Virgin,1:27.591,,
2011,13,d'Ambrosio,Virgin,1:27.609,,
2011,13,Ricciardo,HRT,1:28.054,,
2011,13,Liuzzi,HRT,1:28.231,,
2011,14,Vettel,Red Bull,1:46.397,1:44.931,1:44.381
2011,14,Webber,Red Bull,1:47.332,1:45.651,1:44.732
2011,14,Button,McLaren,1:46.956,1:45.472,1:44.804
2011,14,Hamilton,McLaren,1:47.014,1:46.829,1:44.809
2011,14,Alonso,Ferrari,1:47.054,1:45.779,1:44.874
2011,14,Massa,Ferrari,1:47.945,1:45.955,1:45.800
2011,14,Rosberg,Mercedes,1:47.688,1:46.405,1:46.013
2011,14,Schumacher,Mercedes,1:48.819,1:46.043,
2011,14,Sutil,Force India,1:47.952,1:47.093,
2011,14,di Resta,Force India,1:48.022,1:47.486,
2011,14,Pérez,Sauber,1:47.717,1:47.616,
2011,14,Barrichello,Williams,1:48.061,1:48.082,
2011,14,Maldonado,Williams,1:49.710,1:48.270,
2011,14,Buemi,Toro Rosso,1:48.753,1:48.634,
2011,14,Senna,Renault,1:48.861,1:48.662,
2011,14,Alguersuari,Toro Rosso,1:49.588,1:49.862,
2011,14,Kobayashi,Sauber,1:48.054,,
2011,14,Petrov,Renault,1:49.835,,
2011,14,Kovalainen,Lotus,1:50.948,,
2011,14,Trulli,Lotus,1:51.012,,
2011,14,Glock,Virgin,1:52.154,,
2011,14,d'Ambrosio,Virgin,1:52.363,,
2011,14,Ricciardo,HRT,1:52.404,,
2011,14,Liuzzi,HRT,1:52.810,,
2011,15,Vettel,Red Bull,1:33.051,1:31.424,1:30.466
2011,15,Button,McLaren,1:32.947,1:31.434,1:30.475
2011,15,Hamilton,McLaren,1:32.843,1:31.139,1:30.617
2011,15,Massa,Ferrari,1:33.235,1:31.909,1:30.804
2011,15,Alonso,Ferrari,1:32.817,1:31.612,1:30.886
2011,15,Webber,Red Bull,1:33.135,1:31.576,1:31.156
2011,15,Schumacher,Mercedes,1:33.748,1:32.116,
2011,15,Senna,Renault,1:33.359,1:32.297,
2011,15,Petrov,Renault,1:32.877,1:32.245,
2011,15,Kobayashi,Sauber,1:32.626,1:32.380,
2011,15,Sutil,Force India,1:32.761,1:32.463,
2011,15,di Resta,Force India,1:33.499,1:32.746,
2011,15,Barrichello,Williams,1:33.921,1:33.079,
2011,15,Maldonado,Williams,1:33.781,1:33.224,
2011,15,Buemi,Toro Rosso,1:33.064,1:33.227,
2011,15,Alguersuari,Toro Rosso,1:35.111,1:33.427,
2011,15,Pérez,Sauber,1:34.704,,
2011,15,Kovalainen,Lotus,1:35.454,,
2011,15,Trulli,Lotus,1:35.514,,
2011,15,d'Ambrosio,Virgin,1:36.439,,
2011,15,Glock,Virgin,1:36.507,,
2011,15,Ricciardo,HRT,1:37.846,,
2011,15,Rosberg,Mercedes,,,
2011,15,Liuzzi,HRT,,,
2011,16,Hamilton,McLaren,1:37.525,1:36.526,1:35.820
2011,16,Vettel,Red Bull,1:39.093,1:37.285,1:36.042
2011,16,Button,McLaren,1:37.929,1:37.302,1:36.126
2011,16,Webber,Red Bull,1:39.071,1:37.292,1:36.468
2011,16,Massa,Ferrari,1:38.670,1:37.313,1:36.831
2011,16,Alonso,Ferrari,1:38.393,1:37.352,1:36.980
2011,16,Rosberg,Mercedes,1:38.426,1:37.892,1:37.754
2011,16,Petrov,Renault,1:38.378,1:38.186,1:38.124
2011,16,di Resta,Force India,1:38.549,1:38.254,
2011,16,Sutil,Force India,1:38.789,1:38.219,
2011,16,Alguersuari,Toro Rosso,1:39.392,1:38.315,
2011,16,Schumacher,Mercedes,1:38.502,1:38.354,
2011,16,Buemi,Toro Rosso,1:39.352,1:38.508,
2011,16,Kobayashi,Sauber,1:39.464,1:38.775,
2011,16,Senna,Renault,1:39.316,1:38.791,
2011,16,Maldonado,Williams,1:39.436,1:39.189,
2011,16,Pérez,Sauber,1:39.097,1:39.443,
2011,16,Barrichello,Williams,1:39.538,,
2011,16,Kovalainen,Lotus,1:40.522,,
2011,16,Trulli,Lotus,1:41.101,,
2011,16,Glock,Virgin,1:42.091,,
2011,16,d'Ambrosio,Virgin,1:43.483,,
2011,16,Liuzzi,HRT,1:43.758,,
2011,16,Ricciardo,HRT,,,
2011,18,Vettel,Red Bull,1:40.478,1:38.516,1:38.481
2011,18,Hamilton,McLaren,1:39.782,1:38.434,1:38.622
2011,18,Button,McLaren,1:40.227,1:39.097,1:38.631
2011,18,Webber,Red Bull,1:40.167,1:38.821,1:38.858
2011,18,Alonso,Ferrari,1:41.380,1:39.058,1:39.058
2011,18,Massa,Ferrari,1:41.592,1:39.623,1:39.695
2011,18,Rosberg,Mercedes,1:41.120,1:39.420,1:39.773
2011,18,Schumacher,Mercedes,1:42.605,1:40.554,1:40.662
2011,18,Sutil,Force India,1:40.595,1:40.205,1:40.768
2011,18,di Resta,Force India,1:41.064,1:40.414,
2011,18,Pérez,Sauber,1:41.311,1:40.874,
2011,18,Petrov,Renault,1:40.955,1:40.919,
2011,18,Buemi,Toro Rosso,1:41.737,1:41.009,
2011,18,Senna,Renault,1:41.391,1:41.079,
2011,18,Alguersuari,Toro Rosso,1:41.386,1:41.162,
2011,18,Kobayashi,Sauber,1:41.613,1:41.240,
2011,18,Maldonado,Williams,1:42.258,1:41.760,
2011,18,Kovalainen,Lotus,1:42.979,,
2011,18,Trulli,Lotus,1:43.884,,
2011,18,Glock,Virgin,1:44.515,,
2011,18,Ricciardo,HRT,1:44.641,,
2011,18,d'Ambrosio,Virgin,1:44.699,,
2011,18,Liuzzi,HRT,1:45.159,,
2011,19,Vettel,Red Bull,1:13.664,1:12.446,1:11.918
2011,19,Webber,Red Bull,1:13.467,1:12.658,1:12.099
2011,19,Button,McLaren,1:13.281,1:12.820,1:12.283
2011,19,Hamilton,McLaren,1:13.361,1:12.811,1:12.480
2011,19,Alonso,Ferrari,1:13.969,1:12.870,1:12.591
2011,19,Rosberg,Mercedes,1:14.083,1:12.569,1:13.050
2011,19,Massa,Ferrari,1:14.269,1:13.291,1:13.068
2011,19,Sutil,Force India,1:13.480,1:13.261,1:13.298
2011,19,Senna,Renault,1:14.453,1:13.300,1:13.761
2011,19,Schumacher,Mercedes,1:13.694,1:13.571,
2011,19,di Resta,Force India,1:13.733,1:13.584,
2011,19,Barrichello,Williams,1:14.117,1:13.801,
2011,19,Alguersuari,Toro Rosso,1:14.225,1:13.804,
2011,19,Buemi,Toro Rosso,1:14.500,1:13.919,
2011,19,Petrov,Renault,1:13.859,1:14.053,
2011,19,Kobayashi,Sauber,1:14.571,1:14.129,
2011,19,Pérez,Sauber,1:14.430,1:14.182,
2011,19,Maldonado,Williams,1:14.625,,
2011,19,Kovalainen,Lotus,1:15.068,,
2011,19,Trulli,Lotus,1:15.358,,
2011,19,Liuzzi,HRT,1:16.631,,
2011,19,Ricciardo,HRT,1:16.890,,
2011,19,d'Ambrosio,Virgin,1:17.019,,
2011,19,Glock,Virgin,1:17.060,,
2012,1,Hamilton,McLaren,1:26.800,1:25.626,1:24.922
2012,1,Button,McLaren,1:26.832,1:25.663,1:25.074
2012,1,Grosjean,Lotus F1,1:26.498,1:25.845,1:25.302
2012,1,Schumacher,Mercedes,1:26.586,1:25.571,1:25.336
2012,1,Webber,Red Bull,1:27.117,1:26.597,1:25.651
2012,1,Vettel,Red Bull,1:26.773,1:25.982,1:25.668
2012,1,Rosberg,Mercedes,1:26.763,1:25.469,1:25.686
2012,1,Maldonado,Williams,1:26.803,1:26.206,1:25.908
2012,1,Hülkenberg,Force India,1:27.464,1:26.314,1:26.451
2012,1,Ricciardo,Toro Rosso,1:27.024,1:26.319,
2012,1,Vergne,Toro Rosso,1:26.493,1:26.429,
2012,1,Alonso,Ferrari,1:26.688,1:26.494,
2012,1,Kobayashi,Sauber,1:26.182,1:26.590,
2012,1,Senna,Williams,1:27.004,1:26.663,
2012,1,di Resta,Force India,1:27.469,1:27.086,
2012,1,Massa,Ferrari,1:27.633,1:27.497,
2012,1,Pérez,Sauber,1:26.596,,
2012,1,Räikkönen,Lotus F1,1:27.758,,
2012,1,Kovalainen,Caterham,1:28.679,,
2012,1,Petrov,Caterham,1:29.018,,
2012,1,Glock,Marussia,1:30.923,,
2012,1,Pic,Marussia,1:31.670,,
2012,1,de la Rosa,HRT,1:33.495,,
2012,1,Karthikeyan,HRT,1:33.643,,
2012,2,Hamilton,McLaren,1:37.813,1:37.106,1:36.219
2012,2,Button,McLaren,1:37.575,1:36.928,1:36.368
2012,2,Schumacher,Mercedes,1:37.517,1:37.017,1:36.391
2012,2,Webber,Red Bull,1:37.172,1:37.375,1:36.461
2012,2,Räikkönen,Lotus F1,1:37.961,1:36.715,1:36.461
2012,2,Vettel,Red Bull,1:38.102,1:37.419,1:36.634
2012,2,Grosjean,Lotus F1,1:38.058,1:37.338,1:36.658
2012,2,Rosberg,Mercedes,1:37.696,1:36.996,1:36.664
2012,2,Alonso,Ferrari,1:38.151,1:37.379,1:37.566
2012,2,Pérez,Sauber,1:37.933,1:37.477,1:37.698
2012,2,Maldonado,Williams,1:37.789,1:37.589,
2012,2,Massa,Ferrari,1:38.381,1:37.731,
2012,2,Senna,Williams,1:38.437,1:37.841,
2012,2,di Resta,Force India,1:38.325,1:37.877,
2012,2,Ricciardo,Toro Rosso,1:38.419,1:37.883,
2012,2,Hülkenberg,Force India,1:38.303,1:37.890,
2012,2,Kobayashi,Sauber,1:38.372,1:38.069,
2012,2,Vergne,Toro Rosso,1:39.077,,
2012,2,Kovalainen,Caterham,1:39.306,,
2012,2,Petrov,Caterham,1:39.567,,
2012,2,Glock,Marussia,1:40.903,,
2012,2,Pic,Marussia,1:41.250,,
2012,2,de la Rosa,HRT,1:42.914,,
2012,2,Karthikeyan,HRT,1:43.655,,
2012,3,Rosberg,Mercedes,1:36.875,1:35.725,1:35.121
2012,3,Hamilton,McLaren,1:36.763,1:35.902,1:35.626
2012,3,Schumacher,Mercedes,1:36.797,1:35.794,1:35.691
2012,3,Kobayashi,Sauber,1:36.863,1:35.853,1:35.784
2012,3,Räikkönen,Lotus F1,1:36.850,1:35.921,1:35.898
2012,3,Button,McLaren,1:36.746,1:35.942,1:36.191
2012,3,Webber,Red Bull,1:36.682,1:35.700,1:36.290
2012,3,Pérez,Sauber,1:36.198,1:35.831,1:36.524
2012,3,Alonso,Ferrari,1:36.292,1:35.982,1:36.622
2012,3,Grosjean,Lotus F1,1:36.343,1:35.903,
2012,3,Vettel,Red Bull,1:36.911,1:36.031,
2012,3,Massa,Ferrari,1:36.556,1:36.255,
2012,3,Maldonado,Williams,1:36.528,1:36.283,
2012,3,Senna,Williams,1:36.674,1:36.289,
2012,3,di Resta,Force India,1:36.639,1:36.317,
2012,3,Hülkenberg,Force India,1:36.921,1:36.745,
2012,3,Ricciardo,Toro Rosso,1:36.933,1:36.956,
2012,3,Vergne,Toro Rosso,1:37.714,,
2012,3,Kovalainen,Caterham,1:38.463,,
2012,3,Petrov,Caterham,1:38.677,,
2012,3,Glock,Marussia,1:39.282,,
2012,3,Pic,Marussia,1:39.717,,
2012,3,de la Rosa,HRT,1:40.411,,
2012,3,Karthikeyan,HRT,1:41.000,,
2011,11,Vettel,Red Bull,1:21.740,1:21.095,1:19.815
2011,11,Hamilton,McLaren,1:21.636,1:21.105,1:19.978
2011,11,Button,McLaren,1:22.038,1:20.578,1:20.024
2011,11,Massa,Ferrari,1:22.130,1:21.099,1:20.350
2011,11,Alonso,Ferrari,1:21.578,1:20.262,1:20.365
2011,11,Webber,Red Bull,1:22.208,1:20.890,1:20.474
2011,11,Rosberg,Mercedes,1:22.996,1:21.243,1:21.098
2011,11,Sutil,Force India,1:22.237,1:22.000,1:21.445
2011,11,Schumacher,Mercedes,1:22.876,1:21.852,1:21.907
2011,11,Pérez,Sauber,1:23.067,1:22.157,
2011,11,di Resta,Force India,1:22.976,1:22.256,
2011,11,Petrov,Renault,1:23.070,1:22.284,
2011,11,Kobayashi,Sauber,1:23.278,1:22.435,
2011,11,Heidfeld,Renault,1:23.024,1:22.470,
2011,11,Barrichello,Williams,1:23.075,1:22.684,
2011,11,Alguersuari,Toro Rosso,1:23.285,1:22.979,
2011,11,Maldonado,Williams,1:23.847,,
2011,11,Buemi,Toro Rosso,1:24.070,,
2011,11,Kovalainen,Lotus,1:24.362,,
2011,11,Trulli,Lotus,1:24.534,,
2011,11,Glock,Virgin,1:26.294,,
2011,11,Liuzzi,HRT,1:26.323,,
2011,11,Ricciardo,HRT,1:26.479,,
2011,11,d'Ambrosio,Virgin,1:26.510,,
2012,5,Hamilton,McLaren,1:22.583,1:22.465,1:21.707
2012,5,Maldonado,Williams,1:23.380,1:22.105,1:22.285
2012,5,Alonso,Ferrari,1:23.276,1:22.862,1:22.302
2012,5,Grosjean,Lotus F1,1:23.248,1:22.667,1:22.424
2012,5,Räikkönen,Lotus F1,1:23.406,1:22.856,1:22.487
2012,5,Pérez,Sauber,1:24.261,1:22.773,1:22.533
2012,5,Rosberg,Mercedes,1:23.370,1:22.882,1:23.005
2012,5,Vettel,Red Bull,1:23.850,1:22.884,
2012,5,Schumacher,Mercedes,1:23.757,1:22.904,
2012,5,Kobayashi,Sauber,1:23.386,1:22.897,
2012,5,Button,McLaren,1:23.510,1:22.944,
2012,5,Webber,Red Bull,1:23.592,1:22.977,
2012,5,di Resta,Force India,1:23.852,1:23.125,
2012,5,Hülkenberg,Force India,1:23.720,1:23.177,
2012,5,Vergne,Toro Rosso,1:24.362,1:23.265,
2012,5,Ricciardo,Toro Rosso,1:23.906,1:23.442,
2012,5,Massa,Ferrari,1:23.886,1:23.444,
2012,5,Senna,Williams,1:24.981,,
2012,5,Petrov,Caterham,1:25.277,,
2012,5,Kovalainen,Caterham,1:25.507,,
2012,5,Pic,Marussia,1:26.582,,
2012,5,Glock,Marussia,1:27.032,,
2012,5,de la Rosa,HRT,1:27.555,,
2012,5,Karthikeyan,HRT,1:31.122,,
2011,17,Vettel,Red Bull,1:26.218,1:24.657,1:24.178
2011,17,Hamilton,McLaren,1:26.563,1:25.019,1:24.474
2011,17,Webber,Red Bull,1:26.473,1:25.282,1:24.508
2011,17,Alonso,Ferrari,1:26.774,1:25.158,1:24.519
2011,17,Button,McLaren,1:26.225,1:25.299,1:24.950
2011,17,Massa,Ferrari,1:27.012,1:25.522,1:25.122
2011,17,Rosberg,Mercedes,1:26.364,1:25.555,1:25.451
2011,17,Sutil,Force India,1:26.271,1:26.140,
2011,17,Buemi,Toro Rosso,1:26.608,1:26.161,
2011,17,Alguersuari,Toro Rosso,1:26.557,1:26.319,
2011,17,Petrov,Renault,1:26.189,1:26.319,
2011,17,Schumacher,Mercedes,1:26.790,1:26.337,
2011,17,di Resta,Force India,1:26.864,1:26.503,
2011,17,Maldonado,Williams,1:26.829,1:26.537,
2011,17,Senna,Renault,1:26.766,1:26.651,
2011,17,Barrichello,Williams,1:27.479,1:27.247,
2011,17,Pérez,Sauber,1:27.249,1:27.562,
2011,17,Kobayashi,Sauber,1:27.876,,
2011,17,Kovalainen,Lotus,1:28.565,,
2011,17,Trulli,Lotus,1:28.752,,
2011,17,Ricciardo,HRT,1:30.216,,
2011,17,Karthikeyan,HRT,1:30.238,,
2011,17,d'Ambrosio,Virgin,1:30.866,,
2011,17,Glock,Virgin,1:34.046,,
2012,4,Vettel,Red Bull,1:34.308,1:33.527,1:32.422
2012,4,Hamilton,McLaren,1:34.813,1:33.209,1:32.520
2012,4,Webber,Red Bull,1:34.015,1:33.311,1:32.637
2012,4,Button,McLaren,1:34.792,1:33.416,1:32.711
2012,4,Rosberg,Mercedes,1:34.588,1:33.219,1:32.821
2012,4,Ricciardo,Toro Rosso,1:33.988,1:33.556,1:32.912
2012,4,Grosjean,Lotus F1,1:34.041,1:33.246,1:33.008
2012,4,Pérez,Sauber,1:33.814,1:33.660,1:33.394
2012,4,Alonso,Ferrari,1:34.760,1:33.403,
2012,4,di Resta,Force India,1:36.624,1:33.510,
2012,4,Räikkönen,Lotus F1,1:34.552,1:33.789,
2012,4,Kobayashi,Sauber,1:34.131,1:33.806,
2012,4,Hülkenberg,Force India,1:34.601,1:33.807,
2012,4,Massa,Ferrari,1:34.372,1:33.912,
2012,4,Senna,Williams,1:34.466,1:34.017,
2012,4,Kovalainen,Caterham,1:34.852,1:36.132,
2012,4,Maldonado,Williams,1:34.639,,
2012,4,Schumacher,Mercedes,1:34.865,,
2012,4,Vergne,Toro Rosso,1:35.014,,
2012,4,Petrov,Caterham,1:35.823,,
2012,4,Pic,Marussia,1:37.683,,
2012,4,de la Rosa,HRT,1:37.883,,
2012,4,Glock,Marussia,1:37.905,,
2012,4,Karthikeyan,HRT,1:38.314,,
