season,round,driver,constructor,position,points
2017,17,Vettel,Ferrari,2,18
2017,17,Räikkönen,Ferrari,3,15
2017,17,Verstappen,Red Bull,4,12
2017,17,Bottas,Mercedes,5,10
2017,17,Ocon,Force India,6,8
2017,17,Sainz,Renault,7,6
2017,17,Pérez,Force India,8,4
2017,17,Massa,Williams,9,2
2017,17,Kvyat,Toro Rosso,10,1
2017,17,Stroll,Williams,11,0
2017,17,Vandoorne,McLaren,12,0
2017,17,Hartley,Toro Rosso,13,0
2017,17,Grosjean,Haas F1 Team,14,0
2017,17,Ericsson,Sauber,15,0
2017,17,Magnussen,Haas F1 Team,16,0
2017,17,Alonso,McLaren,17,0
2017,17,Ricciardo,Red Bull,18,0
2017,17,Wehrlein,Sauber,19,0
2017,17,Hülkenberg,Renault,20,0
2017,20,Bottas,Mercedes,1,25
2017,20,Hamilton,Mercedes,2,18
2017,20,Vettel,Ferrari,3,15
2017,20,Räikkönen,Ferrari,4,12
2017,20,Verstappen,Red Bull,5,10
2017,20,Hülkenberg,Renault,6,8
2017,20,Pérez,Force India,7,6
2017,20,Ocon,Force India,8,4
2017,20,Alonso,McLaren,9,2
2017,20,Massa,Williams,10,1
2017,20,Grosjean,Haas F1 Team,11,0
2017,20,Vandoorne,McLaren,12,0
2017,20,Magnussen,Haas F1 Team,13,0
2017,20,Wehrlein,Sauber,14,0
2017,20,Hartley,Toro Rosso,15,0
2017,20,Gasly,Toro Rosso,16,0
2017,20,Ericsson,Sauber,17,0
2017,20,Stroll,Williams,18,0
2017,20,Sainz,Renault,19,0
2017,20,Ricciardo,Red Bull,20,0
2018,1,Vettel,Ferrari,1,25
2018,1,Hamilton,Mercedes,2,18
2018,1,Räikkönen,Ferrari,3,15
2018,1,Ricciardo,Red Bull,4,12
2018,1,Alonso,McLaren,5,10
2018,1,Verstappen,Red Bull,6,8
2018,1,Hülkenberg,Renault,7,6
2018,1,Bottas,Mercedes,8,4
2018,1,Vandoorne,McLaren,9,2
2018,1,Sainz,Renault,10,1
2018,1,Pérez,Force India,11,0
2018,1,Ocon,Force India,12,0
2018,1,Leclerc,Sauber,13,0
2018,1,Stroll,Williams,14,0
2018,1,Hartley,Toro Rosso,15,0
2018,1,Grosjean,Haas F1 Team,16,0
2018,1,Magnussen,Haas F1 Team,17,0
2018,1,Gasly,Toro Rosso,18,0
2018,1,Ericsson,Sauber,19,0
2018,1,Sirotkin,Williams,20,0
2018,2,Vettel,Ferrari,1,25
2018,2,Bottas,Mercedes,2,18
2018,2,Hamilton,Mercedes,3,15
2018,2,Gasly,Toro Rosso,4,12
2018,2,Magnussen,Haas F1 Team,5,10
2018,2,Hülkenberg,Renault,6,8
2018,2,Alonso,McLaren,7,6
2018,2,Vandoorne,McLaren,8,4
2018,2,Ericsson,Sauber,9,2
2018,2,Ocon,Force India,10,1
2018,2,Sainz,Renault,11,0
2018,2,Leclerc,Sauber,12,0
2018,2,Grosjean,Haas F1 Team,13,0
2018,2,Stroll,Williams,14,0
2018,2,Sirotkin,Williams,15,0
2018,2,Pérez,Force India,16,0
2018,2,Hartley,Toro Rosso,17,0
2018,2,Räikkönen,Ferrari,18,0
2018,2,Verstappen,Red Bull,19,0
2018,2,Ricciardo,Red Bull,20,0
2018,4,Hamilton,Mercedes,1,25
2018,4,Räikkönen,Ferrari,2,18
2018,4,Pérez,Force India,3,15
2018,4,Vettel,Ferrari,4,12
2018,4,Sainz,Renault,5,10
2018,4,Leclerc,Sauber,6,8
2018,4,Alonso,McLaren,7,6
2018,4,Stroll,Williams,8,4
2018,4,Vandoorne,McLaren,9,2
2018,4,Hartley,Toro Rosso,10,1
2018,4,Ericsson,Sauber,11,0
2018,4,Gasly,Toro Rosso,12,0
2018,4,Magnussen,Haas F1 Team,13,0
2018,4,Bottas,Mercedes,14,0
2018,4,Grosjean,Haas F1 Team,15,0
2018,4,Verstappen,Red Bull,16,0
2018,4,Ricciardo,Red Bull,17,0
2018,4,Hülkenberg,Renault,18,0
2018,4,Ocon,Force India,19,0
2018,4,Sirotkin,Williams,20,0
2018,5,Hamilton,Mercedes,1,25
2018,5,Bottas,Mercedes,2,18
2018,5,Verstappen,Red Bull,3,15
2018,5,Vettel,Ferrari,4,12
2018,5,Ricciardo,Red Bull,5,10
2018,5,Magnussen,Haas F1 Team,6,8
2018,5,Sainz,Renault,7,6
2018,5,Alonso,McLaren,8,4
2018,5,Pérez,Force India,9,2
2018,5,Leclerc,Sauber,10,1
2018,5,Stroll,Williams,11,0
2018,5,Hartley,Toro Rosso,12,0
2018,5,Ericsson,Sauber,13,0
2018,5,Sirotkin,Williams,14,0
2018,5,Vandoorne,McLaren,15,0
2018,5,Ocon,Force India,16,0
2018,5,Räikkönen,Ferrari,17,0
2018,5,Grosjean,Haas F1 Team,18,0
2018,5,Gasly,Toro Rosso,19,0
2018,5,Hülkenberg,Renault,20,0
2018,3,Ricciardo,Red Bull,1,25
2018,3,Bottas,Mercedes,2,18
2018,3,Räikkönen,Ferrari,3,15
2018,3,Hamilton,Mercedes,4,12
2018,3,Verstappen,Red Bull,5,10
2018,3,Hülkenberg,Renault,6,8
2018,3,Alonso,McLaren,7,6
2018,3,Vettel,Ferrari,8,4
2018,3,Sainz,Renault,9,2
2018,3,Magnussen,Haas F1 Team,10,1
2018,3,Ocon,Force India,11,0
2018,3,Pérez,Force India,12,0
2018,3,Vandoorne,McLaren,13,0
2018,3,Stroll,Williams,14,0
2018,3,Sirotkin,Williams,15,0
2018,3,Ericsson,Sauber,16,0
2018,3,Grosjean,Haas F1 Team,17,0
2018,3,Gasly,Toro Rosso,18,0
2018,3,Leclerc,Sauber,19,0
2018,3,Hartley,Toro Rosso,20,0
2018,7,Vettel,Ferrari,1,25
2018,7,Bottas,Mercedes,2,18
2018,7,Verstappen,Red Bull,3,15
2018,7,Ricciardo,Red Bull,4,12
2018,7,Hamilton,Mercedes,5,10
2018,7,Räikkönen,Ferrari,6,8
2018,7,Hülkenberg,Renault,7,6
2018,7,Sainz,Renault,8,4
2018,7,Ocon,Force India,9,2
2018,7,Leclerc,Sauber,10,1
2018,7,Gasly,Toro Rosso,11,0
2018,7,Grosjean,Haas F1 Team,12,0
2018,7,Magnussen,Haas F1 Team,13,0
2018,7,Pérez,Force India,14,0
2018,7,Ericsson,Sauber,15,0
2018,7,Vandoorne,McLaren,16,0
2018,7,Sirotkin,Williams,17,0
2018,7,Alonso,McLaren,18,0
2018,7,Hartley,Toro Rosso,19,0
2018,7,Stroll,Williams,20,0
2018,9,Verstappen,Red Bull,1,25
2018,9,Räikkönen,Ferrari,2,18
2018,9,Vettel,Ferrari,3,15
2018,9,Grosjean,Haas F1 Team,4,12
2018,9,Magnussen,Haas F1 Team,5,10
2018,9,Ocon,Force India,6,8
2018,9,Pérez,Force India,7,6
2018,9,Alonso,McLaren,8,4
2018,9,Leclerc,Sauber,9,2
2018,9,Ericsson,Sauber,10,1
2018,9,Gasly,Toro Rosso,11,0
2018,9,Sainz,Renault,12,0
2018,9,Sirotkin,Williams,13,0
2018,9,Stroll,Williams,14,0
2018,9,Vandoorne,McLaren,15,0
2018,9,Hamilton,Mercedes,16,0
2018,9,Hartley,Toro Rosso,17,0
2018,9,Ricciardo,Red Bull,18,0
2018,9,Bottas,Mercedes,19,0
2018,9,Hülkenberg,Renault,20,0
2018,6,Ricciardo,Red Bull,1,25
2018,6,Vettel,Ferrari,2,18
2018,6,Hamilton,Mercedes,3,15
2018,6,Räikkönen,Ferrari,4,12
2018,6,Bottas,Mercedes,5,10
2018,6,Ocon,Force India,6,8
2018,6,Gasly,Toro Rosso,7,6
2018,6,Hülkenberg,Renault,8,4
2018,6,Verstappen,Red Bull,9,2
2018,6,Sainz,Renault,10,1
2018,6,Ericsson,Sauber,11,0
2018,6,Pérez,Force India,12,0
2018,6,Magnussen,Haas F1 Team,13,0
2018,6,Vandoorne,McLaren,14,0
2018,6,Grosjean,Haas F1 Team,15,0
2018,6,Sirotkin,Williams,16,0
2018,6,Stroll,Williams,17,0
2018,6,Leclerc,Sauber,18,0
2018,6,Hartley,Toro Rosso,19,0
2018,6,Alonso,McLaren,20,0
2018,8,Hamilton,Mercedes,1,25
2018,8,Verstappen,Red Bull,2,18
2018,8,Räikkönen,Ferrari,3,15
2018,8,Ricciardo,Red Bull,4,12
2018,8,Vettel,Ferrari,5,10
2018,8,Magnussen,Haas F1 Team,6,8
2018,8,Bottas,Mercedes,7,6
2018,8,Sainz,Renault,8,4
2018,8,Hülkenberg,Renault,9,2
2018,8,Leclerc,Sauber,10,1
2018,8,Grosjean,Haas F1 Team,11,0
2018,8,Vandoorne,McLaren,12,0
2018,8,Ericsson,Sauber,13,0
2018,8,Hartley,Toro Rosso,14,0
2018,8,Sirotkin,Williams,15,0
2018,8,Alonso,McLaren,16,0
2018,8,Stroll,Williams,17,0
2018,8,Pérez,Force India,18,0
2018,8,Ocon,Force India,19,0
2018,8,Gasly,Toro Rosso,20,0
2018,10,Vettel,Ferrari,1,25
2018,10,Hamilton,Mercedes,2,18
2018,10,Räikkönen,Ferrari,3,15
2018,10,Bottas,Mercedes,4,12
2018,10,Ricciardo,Red Bull,5,10
2018,10,Hülkenberg,Renault,6,8
2018,10,Ocon,Force India,7,6
2018,10,Alonso,McLaren,8,4
2018,10,Magnussen,Haas F1 Team,9,2
2018,10,Pérez,Force India,10,1
2018,10,Vandoorne,McLaren,11,0
2018,10,Stroll,Williams,12,0
2018,10,Gasly,Toro Rosso,13,0
2018,10,Sirotkin,Williams,14,0
2018,10,Verstappen,Red Bull,15,0
2018,10,Grosjean,Haas F1 Team,16,0
2018,10,Sainz,Renault,17,0
2018,10,Ericsson,Sauber,18,0
2018,10,Leclerc,Sauber,19,0
2018,10,Hartley,Toro Rosso,20,0
2018,12,Hamilton,Mercedes,1,25
2018,12,Vettel,Ferrari,2,18
2018,12,Räikkönen,Ferrari,3,15
2018,12,Ricciardo,Red Bull,4,12
2018,12,Bottas,Mercedes,5,10
2018,12,Gasly,Toro Rosso,6,8
2018,12,Magnussen,Haas F1 Team,7,6
2018,12,Alonso,McLaren,8,4
2018,12,Sainz,Renault,9,2
2018,12,Grosjean,Haas F1 Team,10,1
2018,12,Hartley,Toro Rosso,11,0
2018,12,Hülkenberg,Renault,12,0
2018,12,Ocon,Force India,13,0
2018,12,Pérez,Force India,14,0
2018,12,Ericsson,Sauber,15,0
2018,12,Sirotkin,Williams,16,0
2018,12,Stroll,Williams,17,0
2018,12,Vandoorne,McLaren,18,0
2018,12,Verstappen,Red Bull,19,0
2018,12,Leclerc,Sauber,20,0
2018,13,Vettel,Ferrari,1,25
2018,13,Hamilton,Mercedes,2,18
2018,13,Verstappen,Red Bull,3,15
2018,13,Bottas,Mercedes,4,12
2018,13,Pérez,Force India,5,10
2018,13,Ocon,Force India,6,8
2018,13,Grosjean,Haas F1 Team,7,6
2018,13,Magnussen,Haas F1 Team,8,4
2018,13,Gasly,Toro Rosso,9,2
2018,13,Ericsson,Sauber,10,1
2018,13,Sainz,Renault,11,0
2018,13,Sirotkin,Williams,12,0
2018,13,Stroll,Williams,13,0
2018,13,Hartley,Toro Rosso,14,0
2018,13,Vandoorne,McLaren,15,0
2018,13,Ricciardo,Red Bull,16,0
2018,13,Räikkönen,Ferrari,17,0
2018,13,Leclerc,Sauber,18,0
2018,13,Alonso,McLaren,19,0
2018,13,Hülkenberg,Renault,20,0
2018,11,Hamilton,Mercedes,1,25
2018,11,Bottas,Mercedes,2,18
2018,11,Räikkönen,Ferrari,3,15
2018,11,Verstappen,Red Bull,4,12
2018,11,Hülkenberg,Renault,5,10
2018,11,Grosjean,Haas F1 Team,6,8
2018,11,Pérez,Force India,7,6
2018,11,Ocon,Force India,8,4
2018,11,Ericsson,Sauber,9,2
2018,11,Hartley,Toro Rosso,10,1
2018,11,Magnussen,Haas F1 Team,11,0
2018,11,Sainz,Renault,12,0
2018,11,Vandoorne,McLaren,13,0
2018,11,Gasly,Toro Rosso,14,0
2018,11,Leclerc,Sauber,15,0
2018,11,Alonso,McLaren,16,0
2018,11,Stroll,Williams,17,0
2018,11,Vettel,Ferrari,18,0
2018,11,Sirotkin,Williams,19,0
2018,11,Ricciardo,Red Bull,20,0
2018,14,Hamilton,Mercedes,1,25
2018,14,Räikkönen,Ferrari,2,18
2018,14,Bottas,Mercedes,3,15
2018,14,Vettel,Ferrari,4,12
2018,14,Verstappen,Red Bull,5,10
2018,14,Ocon,Force India,6,8
2018,14,Pérez,Force India,7,6
2018,14,Sainz,Renault,8,4
2018,14,Stroll,Williams,9,2
2018,14,Sirotkin,Williams,10,1
2018,14,Leclerc,Sauber,11,0
2018,14,Vandoorne,McLaren,12,0
2018,14,Hülkenberg,Renault,13,0
2018,14,Gasly,Toro Rosso,14,0
2018,14,Ericsson,Sauber,15,0
2018,14,Magnussen,Haas F1 Team,16,0
2018,14,Ricciardo,Red Bull,17,0
2018,14,Alonso,McLaren,18,0
2018,14,Hartley,Toro Rosso,19,0
2018,14,Grosjean,Haas F1 Team,20,0
2018,15,Hamilton,Mercedes,1,25
2018,15,Verstappen,Red Bull,2,18
2018,15,Vettel,Ferrari,3,15
2018,15,Bottas,Mercedes,4,12
2018,15,Räikkönen,Ferrari,5,10
2018,15,Ricciardo,Red Bull,6,8
2018,15,Alonso,McLaren,7,6
2018,15,Sainz,Renault,8,4
2018,15,Leclerc,Sauber,9,2
2018,15,Hülkenberg,Renault,10,1
2018,15,Ericsson,Sauber,11,0
2018,15,Vandoorne,McLaren,12,0
2018,15,Gasly,Toro Rosso,13,0
2018,15,Stroll,Williams,14,0
2018,15,Grosjean,Haas F1 Team,15,0
2018,15,Pérez,Force India,16,0
2018,15,Hartley,Toro Rosso,17,0
2018,15,Magnussen,Haas F1 Team,18,0
2018,15,Sirotkin,Williams,19,0
2018,15,Ocon,Force India,20,0
2018,17,Hamilton,Mercedes,1,25
2018,17,Bottas,Mercedes,2,18
2018,17,Verstappen,Red Bull,3,15
2018,17,Ricciardo,Red Bull,4,12
2018,17,Räikkönen,Ferrari,5,10
2018,17,Vettel,Ferrari,6,8
2018,17,Pérez,Force India,7,6
2018,17,Grosjean,Haas F1 Team,8,4
2018,17,Ocon,Force India,9,2
2018,17,Sainz,Renault,10,1
2018,17,Gasly,Toro Rosso,11,0
2018,17,Ericsson,Sauber,12,0
2018,17,Hartley,Toro Rosso,13,0
2018,17,Alonso,McLaren,14,0
2018,17,Vandoorne,McLaren,15,0
2018,17,Sirotkin,Williams,16,0
2018,17,Stroll,Williams,17,0
2018,17,Leclerc,Sauber,18,0
2018,17,Hülkenberg,Renault,19,0
2018,17,Magnussen,Haas F1 Team,20,0
2018,18,Räikkönen,Ferrari,1,25
2018,18,Verstappen,Red Bull,2,18
2018,18,Hamilton,Mercedes,3,15
2018,18,Vettel,Ferrari,4,12
2018,18,Bottas,Mercedes,5,10
2018,18,Hülkenberg,Renault,6,8
2018,18,Sainz,Renault,7,6
2018,18,Pérez,Force India,8,4
2018,18,Hartley,Toro Rosso,9,2
2018,18,Ericsson,Sauber,10,1
2018,18,Vandoorne,McLaren,11,0
2018,18,Gasly,Toro Rosso,12,0
2018,18,Sirotkin,Williams,13,0
2018,18,Stroll,Williams,14,0
2018,18,Leclerc,Sauber,15,0
2018,18,Ricciardo,Red Bull,16,0
2018,18,Grosjean,Haas F1 Team,17,0
2018,18,Alonso,McLaren,18,0
2018,18,Ocon,Force India,19,0
2018,18,Magnussen,Haas F1 Team,20,0
2018,16,Hamilton,Mercedes,1,25
2018,16,Bottas,Mercedes,2,18
2018,16,Vettel,Ferrari,3,15
2018,16,Räikkönen,Ferrari,4,12
2018,16,Verstappen,Red Bull,5,10
2018,16,Ricciardo,Red Bull,6,8
2018,16,Leclerc,Sauber,7,6
2018,16,Magnussen,Haas F1 Team,8,4
2018,16,Ocon,Force India,9,2
2018,16,Pérez,Force India,10,1
2018,16,Grosjean,Haas F1 Team,11,0
2018,16,Hülkenberg,Renault,12,0
2018,16,Ericsson,Sauber,13,0
2018,16,Alonso,McLaren,14,0
2018,16,Stroll,Williams,15,0
2018,16,Vandoorne,McLaren,16,0
2018,16,Sainz,Renault,17,0
2018,16,Sirotkin,Williams,18,0
2018,16,Gasly,Toro Rosso,19,0
2018,16,Hartley,Toro Rosso,20,0
2018,19,Verstappen,Red Bull,1,25
2018,19,Vettel,Ferrari,2,18
2018,19,Räikkönen,Ferrari,3,15
2018,19,Hamilton,Mercedes,4,12
2018,19,Bottas,Mercedes,5,10
2018,19,Hülkenberg,Renault,6,8
2018,19,Leclerc,Sauber,7,6
2018,19,Vandoorne,McLaren,8,4
2018,19,Ericsson,Sauber,9,2
2018,19,Gasly,Toro Rosso,10,1
2018,19,Ocon,Force India,11,0
2018,19,Stroll,Williams,12,0
2018,19,Sirotkin,Williams,13,0
2018,19,Hartley,Toro Rosso,14,0
2018,19,Magnussen,Haas F1 Team,15,0
2018,19,Grosjean,Haas F1 Team,16,0
2018,19,Ricciardo,Red Bull,17,0
2018,19,Pérez,Force India,18,0
2018,19,Sainz,Renault,19,0
2018,19,Alonso,McLaren,20,0
2019,1,Bottas,Mercedes,1,26
2019,1,Hamilton,Mercedes,2,18
2019,1,Verstappen,Red Bull,3,15
2019,1,Vettel,Ferrari,4,12
2019,1,Leclerc,Ferrari,5,10
2019,1,Magnussen,Haas F1 Team,6,8
2019,1,Hülkenberg,Renault,7,6
2019,1,Räikkönen,Alfa Romeo,8,4
2019,1,Stroll,Racing Point,9,2
2019,1,Kvyat,Toro Rosso,10,1
2019,1,Gasly,Red Bull,11,0
2019,1,Norris,McLaren,12,0
2019,1,Pérez,Racing Point,13,0
2019,1,Albon,Toro Rosso,14,0
2019,1,Giovinazzi,Alfa Romeo,15,0
2019,1,Russell,Williams,16,0
2019,1,Kubica,Williams,17,0
2019,1,Grosjean,Haas F1 Team,18,0
2019,1,Ricciardo,Renault,19,0
2019,1,Sainz,McLaren,20,0
2018,20,Hamilton,Mercedes,1,25
2018,20,Verstappen,Red Bull,2,18
2018,20,Räikkönen,Ferrari,3,15
2018,20,Ricciardo,Red Bull,4,12
2018,20,Bottas,Mercedes,5,10
2018,20,Vettel,Ferrari,6,8
2018,20,Leclerc,Sauber,7,6
2018,20,Grosjean,Haas F1 Team,8,4
2018,20,Magnussen,Haas F1 Team,9,2
2018,20,Pérez,Force India,10,1
2018,20,Hartley,Toro Rosso,11,0
2018,20,Sainz,Renault,12,0
2018,20,Gasly,Toro Rosso,13,0
2018,20,Vandoorne,McLaren,14,0
2018,20,Ocon,Force India,15,0
2018,20,Sirotkin,Williams,16,0
2018,20,Alonso,McLaren,17,0
2018,20,Stroll,Williams,18,0
2018,20,Hülkenberg,Renault,19,0
2018,20,Ericsson,Sauber,20,0
2018,21,Hamilton,Mercedes,1,25
2018,21,Vettel,Ferrari,2,18
2018,21,Verstappen,Red Bull,3,15
2018,21,Ricciardo,Red Bull,4,12
2018,21,Bottas,Mercedes,5,10
2018,21,Sainz,Renault,6,8
2018,21,Leclerc,Sauber,7,6
2018,21,Pérez,Force India,8,4
2018,21,Grosjean,Haas F1 Team,9,2
2018,21,Magnussen,Haas F1 Team,10,1
2018,21,Alonso,McLaren,11,0
2018,21,Hartley,Toro Rosso,12,0
2018,21,Stroll,Williams,13,0
2018,21,Vandoorne,McLaren,14,0
2018,21,Sirotkin,Williams,15,0
2018,21,Gasly,Toro Rosso,16,0
2018,21,Ocon,Force India,17,0
2018,21,Ericsson,Sauber,18,0
2018,21,Räikkönen,Ferrari,19,0
2018,21,Hülkenberg,Renault,20,0
2019,2,Hamilton,Mercedes,1,25
2019,2,Bottas,Mercedes,2,18
2019,2,Leclerc,Ferrari,3,16
2019,2,Verstappen,Red Bull,4,12
2019,2,Vettel,Ferrari,5,10
2019,2,Norris,McLaren,6,8
2019,2,Räikkönen,Alfa Romeo,7,6
2019,2,Gasly,Red Bull,8,4
2019,2,Albon,Toro Rosso,9,2
2019,2,Pérez,Racing Point,10,1
2019,2,Giovinazzi,Alfa Romeo,11,0
2019,2,Kvyat,Toro Rosso,12,0
2019,2,Magnussen,Haas F1 Team,13,0
2019,2,Stroll,Racing Point,14,0
2019,2,Russell,Williams,15,0
2019,2,Kubica,Williams,16,0
2019,2,Hülkenberg,Renault,17,0
2019,2,Ricciardo,Renault,18,0
2019,2,Sainz,McLaren,19,0
2019,2,Grosjean,Haas F1 Team,20,0
2019,3,Hamilton,Mercedes,1,25
2019,3,Bottas,Mercedes,2,18
2019,3,Vettel,Ferrari,3,15
2019,3,Verstappen,Red Bull,4,12
2019,3,Leclerc,Ferrari,5,10
2019,3,Gasly,Red Bull,6,9
2019,3,Ricciardo,Renault,7,6
2019,3,Pérez,Racing Point,8,4
2019,3,Räikkönen,Alfa Romeo,9,2
2019,3,Albon,Toro Rosso,10,1
2019,3,Grosjean,Haas F1 Team,11,0
2019,3,Stroll,Racing Point,12,0
2019,3,Magnussen,Haas F1 Team,13,0
2019,3,Sainz,McLaren,14,0
2019,3,Giovinazzi,Alfa Romeo,15,0
2019,3,Russell,Williams,16,0
2019,3,Kubica,Williams,17,0
2019,3,Norris,McLaren,18,0
2019,3,Kvyat,Toro Rosso,19,0
2019,3,Hülkenberg,Renault,20,0
2019,4,Bottas,Mercedes,1,25
2019,4,Hamilton,Mercedes,2,18
2019,4,Vettel,Ferrari,3,15
2019,4,Verstappen,Red Bull,4,12
2019,4,Leclerc,Ferrari,5,11
2019,4,Pérez,Racing Point,6,8
2019,4,Sainz,McLaren,7,6
2019,4,Norris,McLaren,8,4
2019,4,Stroll,Racing Point,9,2
2019,4,Räikkönen,Alfa Romeo,10,1
2019,4,Albon,Toro Rosso,11,0
2019,4,Giovinazzi,Alfa Romeo,12,0
2019,4,Magnussen,Haas F1 Team,13,0
2019,4,Hülkenberg,Renault,14,0
2019,4,Russell,Williams,15,0
2019,4,Kubica,Williams,16,0
2019,4,Gasly,Red Bull,17,0
2019,4,Grosjean,Haas F1 Team,18,0
2019,4,Kvyat,Toro Rosso,19,0
2019,4,Ricciardo,Renault,20,0
2019,5,Hamilton,Mercedes,1,26
2019,5,Bottas,Mercedes,2,18
2019,5,Verstappen,Red Bull,3,15
2019,5,Vettel,Ferrari,4,12
2019,5,Leclerc,Ferrari,5,10
2019,5,Gasly,Red Bull,6,8
2019,5,Magnussen,Haas F1 Team,7,6
2019,5,Sainz,McLaren,8,4
2019,5,Kvyat,Toro Rosso,9,2
2019,5,Grosjean,Haas F1 Team,10,1
2019,5,Albon,Toro Rosso,11,0
2019,5,Ricciardo,Renault,12,0
2019,5,Hülkenberg,Renault,13,0
2019,5,Räikkönen,Alfa Romeo,14,0
2019,5,Pérez,Racing Point,15,0
2019,5,Giovinazzi,Alfa Romeo,16,0
2019,5,Russell,Williams,17,0
2019,5,Kubica,Williams,18,0
2019,5,Stroll,Racing Point,19,0
2019,5,Norris,McLaren,20,0
2019,6,Hamilton,Mercedes,1,25
2019,6,Vettel,Ferrari,2,18
2019,6,Bottas,Mercedes,3,15
2019,6,Verstappen,Red Bull,4,12
2019,6,Gasly,Red Bull,5,11
2019,6,Sainz,McLaren,6,8
2019,6,Kvyat,Toro Rosso,7,6
2019,6,Albon,Toro Rosso,8,4
2019,6,Ricciardo,Renault,9,2
2019,6,Grosjean,Haas F1 Team,10,1
2019,6,Norris,McLaren,11,0
2019,6,Pérez,Racing Point,12,0
2019,6,Hülkenberg,Renault,13,0
2019,6,Magnussen,Haas F1 Team,14,0
2019,6,Russell,Williams,15,0
2019,6,Stroll,Racing Point,16,0
2019,6,Räikkönen,Alfa Romeo,17,0
2019,6,Kubica,Williams,18,0
2019,6,Giovinazzi,Alfa Romeo,19,0
2019,6,Leclerc,Ferrari,20,0
2019,8,Hamilton,Mercedes,1,25
2019,8,Bottas,Mercedes,2,18
2019,8,Leclerc,Ferrari,3,15
2019,8,Verstappen,Red Bull,4,12
2019,8,Vettel,Ferrari,5,11
2019,8,Sainz,McLaren,6,8
2019,8,Räikkönen,Alfa Romeo,7,6
2019,8,Hülkenberg,Renault,8,4
2019,8,Norris,McLaren,9,2
2019,8,Gasly,Red Bull,10,1
2019,8,Ricciardo,Renault,11,0
2019,8,Pérez,Racing Point,12,0
2019,8,Stroll,Racing Point,13,0
2019,8,Kvyat,Toro Rosso,14,0
2019,8,Albon,Toro Rosso,15,0
2019,8,Giovinazzi,Alfa Romeo,16,0
2019,8,Magnussen,Haas F1 Team,17,0
2019,8,Kubica,Williams,18,0
2019,8,Russell,Williams,19,0
2019,8,Grosjean,Haas F1 Team,20,0
2019,9,Verstappen,Red Bull,1,26
2019,9,Leclerc,Ferrari,2,18
2019,9,Bottas,Mercedes,3,15
2019,9,Vettel,Ferrari,4,12
2019,9,Hamilton,Mercedes,5,10
2019,9,Norris,McLaren,6,8
2019,9,Gasly,Red Bull,7,6
2019,9,Sainz,McLaren,8,4
2019,9,Räikkönen,Alfa Romeo,9,2
2019,9,Giovinazzi,Alfa Romeo,10,1
2019,9,Pérez,Racing Point,11,0
2019,9,Ricciardo,Renault,12,0
2019,9,Hülkenberg,Renault,13,0
2019,9,Stroll,Racing Point,14,0
2019,9,Albon,Toro Rosso,15,0
2019,9,Grosjean,Haas F1 Team,16,0
2019,9,Kvyat,Toro Rosso,17,0
2019,9,Russell,Williams,18,0
2019,9,Magnussen,Haas F1 Team,19,0
2019,9,Kubica,Williams,20,0
2019,10,Hamilton,Mercedes,1,26
2019,10,Bottas,Mercedes,2,18
2019,10,Leclerc,Ferrari,3,15
2019,10,Gasly,Red Bull,4,12
2019,10,Verstappen,Red Bull,5,10
2019,10,Sainz,McLaren,6,8
2019,10,Ricciardo,Renault,7,6
2019,10,Räikkönen,Alfa Romeo,8,4
2019,10,Kvyat,Toro Rosso,9,2
2019,10,Hülkenberg,Renault,10,1
2019,10,Norris,McLaren,11,0
2019,10,Albon,Toro Rosso,12,0
2019,10,Stroll,Racing Point,13,0
2019,10,Russell,Williams,14,0
2019,10,Kubica,Williams,15,0
2019,10,Vettel,Ferrari,16,0
2019,10,Pérez,Racing Point,17,0
2019,10,Giovinazzi,Alfa Romeo,18,0
2019,10,Grosjean,Haas F1 Team,19,0
2019,10,Magnussen,Haas F1 Team,20,0
2019,11,Verstappen,Red Bull,1,26
2019,11,Vettel,Ferrari,2,18
2019,11,Kvyat,Toro Rosso,3,15
2019,11,Stroll,Racing Point,4,12
2019,11,Sainz,McLaren,5,10
2019,11,Albon,Toro Rosso,6,8
2019,11,Grosjean,Haas F1 Team,7,6
2019,11,Magnussen,Haas F1 Team,8,4
2019,11,Hamilton,Mercedes,9,2
2019,11,Kubica,Williams,10,1
2019,11,Russell,Williams,11,0
2019,11,Räikkönen,Alfa Romeo,12,0
2019,11,Giovinazzi,Alfa Romeo,13,0
2019,11,Gasly,Red Bull,14,0
2019,11,Bottas,Mercedes,15,0
2019,11,Hülkenberg,Renault,16,0
2019,11,Leclerc,Ferrari,17,0
2019,11,Norris,McLaren,18,0
2019,11,Ricciardo,Renault,19,0
2019,11,Pérez,Racing Point,20,0
2019,12,Hamilton,Mercedes,1,25
2019,12,Verstappen,Red Bull,2,19
2019,12,Vettel,Ferrari,3,15
2019,12,Leclerc,Ferrari,4,12
2019,12,Sainz,McLaren,5,10
2019,12,Gasly,Red Bull,6,8
2019,12,Räikkönen,Alfa Romeo,7,6
2019,12,Bottas,Mercedes,8,4
2019,12,Norris,McLaren,9,2
2019,12,Albon,Toro Rosso,10,1
2019,12,Pérez,Racing Point,11,0
2019,12,Hülkenberg,Renault,12,0
2019,12,Magnussen,Haas F1 Team,13,0
2019,12,Ricciardo,Renault,14,0
2019,12,Kvyat,Toro Rosso,15,0
2019,12,Russell,Williams,16,0
2019,12,Stroll,Racing Point,17,0
